timestamp_utc,symbol,close,p_high_vol,w_exposure,pos_before,action,order_id,order_status
2025-12-30 17:59:00+00:00,NVDA,188.06,0.0106852943165529,0.989314705683447,0,BUY,1ccc191b-bea9-4153-925c-7a4315fde494,pending_new
2025-12-30 18:00:00+00:00,NVDA,187.955,0.0119246125050447,0.9880753874949552,1,HOLD,,
2025-12-30 18:01:00+00:00,NVDA,187.875,0.0105112441430246,0.9894887558569754,1,HOLD,,
2025-12-30 18:02:00+00:00,NVDA,187.85,0.0097485623594378,0.9902514376405622,1,HOLD,,
2025-12-30 18:03:00+00:00,NVDA,187.89,0.0087017566248956,0.9912982433751044,1,HOLD,,
2025-12-30 18:04:00+00:00,NVDA,187.89,0.0093314590202564,0.9906685409797436,1,HOLD,,
2025-12-30 18:05:00+00:00,NVDA,187.96,0.0106936287054955,0.9893063712945044,1,HOLD,,
2025-12-30 18:06:00+00:00,NVDA,187.985,0.0117330465511857,0.9882669534488142,1,HOLD,,
2025-12-30 18:07:00+00:00,NVDA,187.985,0.0094105714890249,0.9905894285109752,1,HOLD,,
2025-12-30 18:08:00+00:00,NVDA,187.995,0.0085507008191947,0.9914492991808052,1,HOLD,,
2025-12-30 18:09:00+00:00,NVDA,188.09,0.0085894550521261,0.9914105449478738,1,HOLD,,
2025-12-30 18:10:00+00:00,NVDA,188.06,0.0080642423023477,0.9919357576976522,1,HOLD,,
2025-12-30 18:11:00+00:00,NVDA,188.08,0.0077741875952618,0.9922258124047382,1,HOLD,,
2025-12-30 18:12:00+00:00,NVDA,188.205,0.0106475413516639,0.989352458648336,1,HOLD,,
2025-12-30 18:13:00+00:00,NVDA,188.24,0.0093335755274497,0.9906664244725504,1,HOLD,,
2025-12-30 18:14:00+00:00,NVDA,188.19,0.0120638620472821,0.9879361379527178,1,HOLD,,
2025-12-30 18:15:00+00:00,NVDA,188.225,0.0088917396223216,0.9911082603776784,1,HOLD,,
2025-12-30 18:16:00+00:00,NVDA,188.15,0.0091531409399566,0.9908468590600432,1,HOLD,,
2025-12-30 18:17:00+00:00,NVDA,188.18,0.0099632291776974,0.9900367708223026,1,HOLD,,
2025-12-30 18:18:00+00:00,NVDA,188.19,0.0101155111448282,0.9898844888551718,1,HOLD,,
2025-12-30 18:19:00+00:00,NVDA,188.16,0.0082752133714196,0.9917247866285804,1,HOLD,,
2025-12-30 18:20:00+00:00,NVDA,188.12,0.0116789210389136,0.9883210789610865,1,HOLD,,
2025-12-30 18:21:00+00:00,NVDA,188.155,0.0109461194014953,0.9890538805985049,1,HOLD,,
2025-12-30 18:22:00+00:00,NVDA,188.13,0.0084843656601688,0.9915156343398313,1,HOLD,,
2025-12-30 18:23:00+00:00,NVDA,188.08,0.0076721605930646,0.9923278394069354,1,HOLD,,
2025-12-30 18:24:00+00:00,NVDA,188.09,0.0065470938632314,0.9934529061367684,1,HOLD,,
2025-12-30 18:25:00+00:00,NVDA,188.1,0.007826674836285,0.9921733251637148,1,HOLD,,
2025-12-30 18:26:00+00:00,NVDA,188.16,0.006689837497507,0.9933101625024928,1,HOLD,,
2025-12-30 18:27:00+00:00,NVDA,188.155,0.0061834114569917,0.9938165885430084,1,HOLD,,
2025-12-30 18:28:00+00:00,NVDA,188.18,0.006347781889681,0.993652218110319,1,HOLD,,
2025-12-30 18:29:00+00:00,NVDA,188.22,0.0073393588003728,0.9926606411996272,1,HOLD,,
2025-12-30 18:30:00+00:00,NVDA,188.23,0.0092289348519656,0.9907710651480344,1,HOLD,,
2025-12-30 18:31:00+00:00,NVDA,188.215,0.0088722849280419,0.991127715071958,1,HOLD,,
2025-12-30 18:32:00+00:00,NVDA,188.23,0.009514823630228,0.990485176369772,1,HOLD,,
2025-12-30 18:33:00+00:00,NVDA,188.28,0.0119401044392786,0.9880598955607214,1,HOLD,,
2025-12-30 18:34:00+00:00,NVDA,188.195,0.0127829745187719,0.987217025481228,1,HOLD,,
2025-12-30 18:35:00+00:00,NVDA,188.175,0.0123370399973942,0.9876629600026056,1,HOLD,,
2025-12-30 18:36:00+00:00,NVDA,188.2,0.0132167652685265,0.9867832347314734,1,HOLD,,
2025-12-30 18:37:00+00:00,NVDA,188.2,0.0122081725566857,0.9877918274433144,1,HOLD,,
2025-12-30 18:38:00+00:00,NVDA,188.145,0.0121086415925898,0.9878913584074102,1,HOLD,,
2025-12-30 18:39:00+00:00,NVDA,188.01,0.0185646842519429,0.9814353157480572,1,HOLD,,
2025-12-30 18:40:00+00:00,NVDA,187.98,0.0200890326845509,0.9799109673154492,1,HOLD,,
2025-12-30 18:41:00+00:00,NVDA,187.985,0.016755556591988,0.983244443408012,1,HOLD,,
2025-12-30 18:42:00+00:00,NVDA,187.95,0.0184587164482765,0.9815412835517237,1,HOLD,,
2025-12-30 18:43:00+00:00,NVDA,188.0,0.0181207058645168,0.9818792941354832,1,HOLD,,
2025-12-30 18:44:00+00:00,NVDA,187.975,0.0187369696581853,0.9812630303418146,1,HOLD,,
2025-12-30 18:45:00+00:00,NVDA,188.06,0.0190362694131354,0.9809637305868646,1,HOLD,,
2025-12-30 18:46:00+00:00,NVDA,188.1,0.0182438395285751,0.9817561604714248,1,HOLD,,
2025-12-30 18:47:00+00:00,NVDA,188.085,0.0203665125783452,0.9796334874216548,1,HOLD,,
2025-12-30 18:48:00+00:00,NVDA,188.1,0.0196924286530462,0.9803075713469538,1,HOLD,,
2025-12-30 18:49:00+00:00,NVDA,188.17,0.0187085200482451,0.9812914799517548,1,HOLD,,
2025-12-30 18:50:00+00:00,NVDA,188.17,0.0190590664194597,0.9809409335805402,1,HOLD,,
2025-12-30 18:51:00+00:00,NVDA,188.22,0.0186348431213582,0.9813651568786416,1,HOLD,,
2025-12-30 18:52:00+00:00,NVDA,188.16,0.0254933379061749,0.9745066620938252,1,HOLD,,
2025-12-30 18:53:00+00:00,NVDA,188.18,0.0197658249376414,0.9802341750623584,1,HOLD,,
2025-12-30 18:54:00+00:00,NVDA,188.155,0.0238492844983001,0.9761507155017,1,HOLD,,
2025-12-30 18:55:00+00:00,NVDA,188.13,0.0178653517975516,0.9821346482024484,1,HOLD,,
2025-12-30 18:56:00+00:00,NVDA,188.125,0.0170562295865769,0.9829437704134232,1,HOLD,,
2025-12-30 18:57:00+00:00,NVDA,188.16,0.0171608728779594,0.9828391271220406,1,HOLD,,
2025-12-30 18:58:00+00:00,NVDA,188.27,0.0174062666826167,0.9825937333173832,1,HOLD,,
2025-12-30 18:59:00+00:00,NVDA,188.26,0.0148823445321971,0.9851176554678028,1,HOLD,,
2025-12-30 19:00:00+00:00,NVDA,188.285,0.0061906962271447,0.9938093037728551,1,HOLD,,
2025-12-30 19:01:00+00:00,NVDA,188.22,0.0104959675491787,0.9895040324508212,1,HOLD,,
2025-12-30 19:02:00+00:00,NVDA,188.18,0.008548169303299,0.991451830696701,1,HOLD,,
2025-12-30 19:03:00+00:00,NVDA,188.135,0.0060891725121706,0.9939108274878292,1,HOLD,,
2025-12-30 19:04:00+00:00,NVDA,188.075,0.0059604478754677,0.9940395521245322,1,HOLD,,
2025-12-30 19:05:00+00:00,NVDA,187.98,0.0087022725952326,0.9912977274047672,1,HOLD,,
2025-12-30 19:06:00+00:00,NVDA,187.98,0.006429930882079,0.993570069117921,1,HOLD,,
2025-12-30 19:07:00+00:00,NVDA,187.97,0.0056152425690064,0.9943847574309936,1,HOLD,,
2025-12-30 19:08:00+00:00,NVDA,188.055,0.0061141241568504,0.9938858758431496,1,HOLD,,
2025-12-30 19:09:00+00:00,NVDA,187.99,0.0073290568325598,0.99267094316744,1,HOLD,,
2025-12-30 19:10:00+00:00,NVDA,187.91,0.0073213750592023,0.9926786249407976,1,HOLD,,
2025-12-30 19:11:00+00:00,NVDA,188.015,0.0082181463331518,0.9917818536668482,1,HOLD,,
2025-12-30 19:12:00+00:00,NVDA,188.06,0.0080727761278997,0.9919272238721002,1,HOLD,,
2025-12-30 19:13:00+00:00,NVDA,188.09,0.0061548142679922,0.9938451857320078,1,HOLD,,
2025-12-30 19:14:00+00:00,NVDA,188.175,0.0103471269154746,0.9896528730845252,1,HOLD,,
2025-12-30 19:15:00+00:00,NVDA,188.205,0.0072612672511566,0.9927387327488434,1,HOLD,,
2025-12-30 19:16:00+00:00,NVDA,188.22,0.0057445847906657,0.9942554152093342,1,HOLD,,
2025-12-30 19:17:00+00:00,NVDA,188.185,0.006019697481567,0.993980302518433,1,HOLD,,
2025-12-30 19:18:00+00:00,NVDA,188.165,0.0084610092038114,0.9915389907961886,1,HOLD,,
2025-12-30 19:19:00+00:00,NVDA,188.205,0.0059223240008348,0.9940776759991652,1,HOLD,,
2025-12-30 19:20:00+00:00,NVDA,188.225,0.0056424929514526,0.9943575070485472,1,HOLD,,
2025-12-30 19:21:00+00:00,NVDA,188.14,0.0083115240242042,0.9916884759757958,1,HOLD,,
2025-12-30 19:22:00+00:00,NVDA,188.12,0.0087820232850083,0.9912179767149916,1,HOLD,,
2025-12-30 19:23:00+00:00,NVDA,188.115,0.0060255074297047,0.9939744925702952,1,HOLD,,
2025-12-30 19:24:00+00:00,NVDA,188.105,0.0061449183038549,0.9938550816961452,1,HOLD,,
2025-12-30 19:25:00+00:00,NVDA,188.15,0.005534097902476,0.994465902097524,1,HOLD,,
2025-12-30 19:26:00+00:00,NVDA,188.11,0.0049208053347778,0.995079194665222,1,HOLD,,
2025-12-30 19:27:00+00:00,NVDA,188.155,0.0049442518139678,0.9950557481860322,1,HOLD,,
2025-12-30 19:28:00+00:00,NVDA,188.185,0.0048051113016561,0.9951948886983438,1,HOLD,,
2025-12-30 19:29:00+00:00,NVDA,188.155,0.0050181405912275,0.9949818594087724,1,HOLD,,
2025-12-30 19:30:00+00:00,NVDA,188.18,0.00472310855693,0.99527689144307,1,HOLD,,
2025-12-30 19:31:00+00:00,NVDA,188.125,0.0050241992254081,0.994975800774592,1,HOLD,,
2025-12-30 19:32:00+00:00,NVDA,188.1,0.0051446465064517,0.9948553534935484,1,HOLD,,
2025-12-30 19:33:00+00:00,NVDA,188.045,0.0055407601751935,0.9944592398248064,1,HOLD,,
2025-12-30 19:34:00+00:00,NVDA,188.0,0.0043926627250751,0.9956073372749248,1,HOLD,,
2025-12-30 19:35:00+00:00,NVDA,187.955,0.0060286855070104,0.9939713144929896,1,HOLD,,
2025-12-30 19:36:00+00:00,NVDA,187.965,0.0065050642198117,0.9934949357801882,1,HOLD,,
2025-12-30 19:37:00+00:00,NVDA,187.975,0.0045882019771906,0.9954117980228092,1,HOLD,,
2025-12-30 19:38:00+00:00,NVDA,187.98,0.005747950845025,0.994252049154975,1,HOLD,,
2025-12-30 19:39:00+00:00,NVDA,188.02,0.0042222738072019,0.995777726192798,1,HOLD,,
2025-12-30 19:40:00+00:00,NVDA,187.96,0.0045303900708277,0.9954696099291722,1,HOLD,,
2025-12-30 19:41:00+00:00,NVDA,187.99,0.0037773225523243,0.9962226774476756,1,HOLD,,
2025-12-30 19:42:00+00:00,NVDA,187.93,0.0048073630494911,0.9951926369505087,1,HOLD,,
2025-12-30 19:43:00+00:00,NVDA,187.945,0.0040371040221163,0.9959628959778836,1,HOLD,,
2025-12-30 19:44:00+00:00,NVDA,187.895,0.0044159320026253,0.9955840679973746,1,HOLD,,
2025-12-30 19:45:00+00:00,NVDA,187.855,0.0047559975746701,0.9952440024253298,1,HOLD,,
2025-12-30 19:46:00+00:00,NVDA,187.905,0.0052634541976348,0.9947365458023651,1,HOLD,,
2025-12-30 19:47:00+00:00,NVDA,187.87,0.0051009450788488,0.9948990549211512,1,HOLD,,
2025-12-30 19:48:00+00:00,NVDA,187.8,0.0054913430328015,0.9945086569671984,1,HOLD,,
2025-12-30 19:49:00+00:00,NVDA,187.765,0.0066094585281261,0.993390541471874,1,HOLD,,
2025-12-30 19:50:00+00:00,NVDA,187.81,0.0067872016047947,0.9932127983952052,1,HOLD,,
2025-12-30 19:51:00+00:00,NVDA,187.875,0.0069353655483879,0.993064634451612,1,HOLD,,
2025-12-30 19:52:00+00:00,NVDA,187.77,0.0115922278192112,0.9884077721807888,1,HOLD,,
2025-12-30 19:53:00+00:00,NVDA,187.7,0.0113651983705194,0.9886348016294804,1,HOLD,,
2025-12-30 19:54:00+00:00,NVDA,187.825,0.0125507912656273,0.9874492087343728,1,HOLD,,
2025-12-30 19:55:00+00:00,NVDA,187.855,0.0087878711768057,0.9912121288231944,1,HOLD,,
2025-12-30 19:56:00+00:00,NVDA,187.86,0.0090041971169149,0.9909958028830852,1,HOLD,,
2025-12-30 19:57:00+00:00,NVDA,187.89,0.0085903432564184,0.9914096567435816,1,HOLD,,
2025-12-30 19:58:00+00:00,NVDA,187.965,0.0099593469899869,0.9900406530100132,1,HOLD,,
2025-12-30 19:59:00+00:00,NVDA,187.915,0.0089618243272529,0.991038175672747,1,HOLD,,
2025-12-30 20:00:00+00:00,NVDA,187.9,0.0097466834435507,0.9902533165564492,1,HOLD,,
2025-12-30 20:01:00+00:00,NVDA,187.875,0.0103854607520278,0.9896145392479722,1,HOLD,,
2025-12-30 20:02:00+00:00,NVDA,187.805,0.0123799958799571,0.9876200041200428,1,HOLD,,
2025-12-30 20:03:00+00:00,NVDA,187.84,0.0098512737905149,0.990148726209485,1,HOLD,,
2025-12-30 20:04:00+00:00,NVDA,187.845,0.008791468497452,0.991208531502548,1,HOLD,,
2025-12-30 20:05:00+00:00,NVDA,187.825,0.0096958231460209,0.9903041768539792,1,HOLD,,
2025-12-30 20:06:00+00:00,NVDA,187.8,0.0082273824447963,0.9917726175552036,1,HOLD,,
2025-12-30 20:07:00+00:00,NVDA,187.745,0.0086832046685207,0.9913167953314792,1,HOLD,,
2025-12-30 20:08:00+00:00,NVDA,187.705,0.0120225116949189,0.987977488305081,1,HOLD,,
2025-12-30 20:09:00+00:00,NVDA,187.65,0.0066563364527758,0.993343663547224,1,HOLD,,
2025-12-30 20:10:00+00:00,NVDA,187.59,0.0093165171602749,0.9906834828397252,1,HOLD,,
2025-12-30 20:11:00+00:00,NVDA,187.49,0.011345659078367,0.988654340921633,1,HOLD,,
2025-12-30 20:12:00+00:00,NVDA,187.525,0.0152243558365484,0.9847756441634516,1,HOLD,,
2025-12-30 20:13:00+00:00,NVDA,187.595,0.0136671713356011,0.9863328286643988,1,HOLD,,
2025-12-30 20:14:00+00:00,NVDA,187.56,0.0117517998819779,0.988248200118022,1,HOLD,,
2025-12-30 20:15:00+00:00,NVDA,187.57,0.0135227421742906,0.9864772578257092,1,HOLD,,
2025-12-30 20:16:00+00:00,NVDA,187.595,0.010061313016918,0.989938686983082,1,HOLD,,
2025-12-30 20:17:00+00:00,NVDA,187.59,0.0095775352115277,0.9904224647884724,1,HOLD,,
2025-12-30 20:18:00+00:00,NVDA,187.595,0.0086080199408522,0.9913919800591476,1,HOLD,,
2025-12-30 20:19:00+00:00,NVDA,187.56,0.009919846186698,0.990080153813302,1,HOLD,,
2025-12-30 20:20:00+00:00,NVDA,187.58,0.0086640523017201,0.9913359476982798,1,HOLD,,
