timestamp,Open,High,Low,Close,Volume,vwap,symbol,date,RV_5m,RV_10m,RV_15m,RV_30m,RV_60m,log_ret_1m,roll_ret_5m,roll_vol_15m,vwap_dev,vwap_z_30m,volume_z_30m,roll_vol_15m_volume,hl_spread,hl_range_15m,time_sin,time_cos,is_open30,is_close30,vol_label_5m,vol_label_10m,vol_label_15m,vol_label_30m,vol_label_60m
2020-01-02 10:15:00-05:00,71.76,71.76,71.65,71.69,684124.0,71.69819711233436,AAPL,2020-01-02,0.002043830633911754,0.0024389508095501115,0.002615800417781877,0.003274753393732678,0.004175371222367094,-0.0009759498857598777,-0.0036201654685959405,0.0006663239286422692,-0.00011432801192357387,1.3999174152835152,0.9956298629111315,509097.86666666664,0.001534384153996344,0.005021620867624417,0.6631226582407952,0.7485107481711011,0,0,1,1,1,0,0
2020-01-02 10:48:00-05:00,71.84,71.85,71.76,71.79,363540.0,71.71153692540292,AAPL,2020-01-02,0.001363834938594698,0.0015926314102146038,0.0019573758081048056,0.002521836508657153,0.003385476779058245,-0.000696233405552504,-0.00027855153383432325,0.0004757865227137412,0.0010941485563013488,2.096678565648345,0.16357478209947876,290001.06666666665,0.0012536564981193473,0.0023680178297812975,0.9510565162951535,0.30901699437494745,0,0,0,0,0,0,0
2020-01-03 14:01:00-05:00,72.29,72.29,72.25,72.26,140756.0,72.18930488780123,AAPL,2020-01-03,0.000998714778716905,0.0012466197750302234,0.0014126742954617333,0.0016622755955895446,0.002232386832063541,-0.00041508129271161583,0.00027681661076418975,0.0004576541432875837,0.000979301744332524,1.3735537193948657,-0.6425191872765719,139902.66666666666,0.0005535566011625478,0.0016606698034872499,-0.940607597935017,-0.33949572413642765,0,0,0,0,0,0,0
2020-01-06 11:31:00-05:00,72.24,72.27,72.23,72.24,440444.0,71.54408676252616,AAPL,2020-01-06,0.0010631905675924861,0.0013061856140229385,0.001478774218838796,0.002135064043089568,0.003125920713623204,0.00013843704597451113,0.001523862593148869,0.0003785239901722149,0.00972705458920376,1.406312790040735,0.542518479421318,261726.93333333332,0.0005537098560353197,0.0023532668881506005,0.9291822039164932,-0.3696220122299109,0,0,0,0,0,0,0
2020-01-06 12:47:00-05:00,71.95,71.97,71.95,71.95,88768.0,71.63303485810845,AAPL,2020-01-06,0.0009014325385587551,0.0011722284774096994,0.0012824655920739955,0.0018382945353115686,0.002385086795265788,0.0,0.0006951686063758,0.00024354739818475184,0.0044248459180795795,1.6669695544576573,-1.0933501630809062,138781.33333333334,0.00027797081306456906,0.0018068102849199952,-0.03221588789417268,-0.999480933568615,0,0,0,0,0,0,0
2020-01-06 14:17:00-05:00,72.33,72.34,72.31,72.31,111268.0,71.71606157675949,AAPL,2020-01-06,0.0006027172979681076,0.0011326371209250425,0.0013630505740249513,0.0016785068882091809,0.0023125300359523133,-0.0002765486743288845,-0.0004147943370915943,0.0003009234415915335,0.008281804803304775,1.7802152811336724,-0.9750087959450837,246621.6,0.0004148803761582177,0.0023509887982298347,-0.9960767884236129,-0.08849311591135858,0,0,0,0,0,0,0
2020-01-07 10:21:00-05:00,71.97,72.05,71.96,72.02,289852.0,72.17710529642926,AAPL,2020-01-07,0.001348076683942538,0.0024450814434328495,0.00271844437970134,0.0029234043585969743,0.003676219093070975,0.0005555555698444733,0.0009724248873521804,0.0005220688341416833,-0.0021766638573829707,-2.0393014705999937,-0.5238885452370498,353248.0,0.0012496528742016407,0.004582060538739152,0.7322686665977735,0.6810158587867972,0,0,0,1,1,0,0
2020-01-07 14:19:00-05:00,72.17,72.19,72.17,72.19,100516.0,72.18415268096639,AAPL,2020-01-07,0.00033920187726702977,0.0003663714461890876,0.0006036398300932315,0.0009988821680629281,0.0014725749577004965,0.0004156563967014944,-0.0001385137477108387,0.00034846598551608644,8.100557832200837e-05,1.003444081770186,-0.4659028573888921,132064.0,0.0002770466823659197,0.0018008034353789704,-0.9984106427012667,-0.056357683955637984,0,0,0,0,0,0,0
2020-01-07 14:38:00-05:00,72.16,72.17,72.14,72.16,206776.0,72.184692475942,AAPL,2020-01-07,0.00036661077344925334,0.0005712092368309863,0.0006785722074185401,0.0011254612368880109,0.0015109243875805697,0.0,-0.0005541701444124112,0.00019260108685944299,-0.0003420735767522073,0.9762141480329131,1.8676110589388397,119206.93333333333,0.0004157427937915843,0.0015243902439024102,-0.9689825615506207,0.24712910676566954,0,0,0,0,0,0,0
2020-01-08 11:40:00-05:00,72.3,72.38,72.29,72.36,587476.0,71.97324595173681,AAPL,2020-01-08,0.0006769273726007112,0.0009773527584553089,0.0013180592197243842,0.0021507471214127953,0.003631454791330662,0.0009678535148885678,0.003460929598426331,0.0007812478692411338,0.005373580740300723,2.7003555677138253,1.1093461688497726,476534.4,0.0012437810945271968,0.006495301271420569,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0
